LateralDeviation,AngleDeviation
0.2016511921206313, -1.59025992004661
0.2093697223301215, 1.6136103861485225
0.21706840040036407, 1.616331990797696
0.22438461428201764, 1.640055081806624
0.23104364357175186, 1.0386130825648778
0.23685689587870842, -0.04600806388692247
0.24171537059266485, 1.7379237228965039
0.24557954890791445, -0.9315447592607975
0.24846727617777167, -1.0531340974881238
0.25044108542227567, -1.2896922519243044
0.2515957670777107, -1.3589190183164472
0.2520465623759059, -1.7436382007309212
0.2519191983665071, 1.9065364933873177
0.2513412554598317, 2.7094275129091563
0.25043532559401116, -2.336304932581977
0.24931416685611157, -2.2243594421959707
0.2480772278529264, -2.179571320639811
0.24680821874055192, -2.1488027168317116
0.24557486206520138, -1.7610890346037718
0.24442864077376944, -1.9019350900382026
0.24340615631409215, -2.0185511285749387
0.24236419679414922, 0.05365656415178299
0.24128672988733674, 0.1394470337642768
0.23997707717142072, 0.3769993668832614
0.23858305473360006, 0.36523635229657603
0.23727218278390363, 0.458491667304854
0.2356828531915811, 0.46794223783590727
0.2336698479074298, 0.4546171674700936
0.23175989988469203, 0.5089250433331052
0.22993939552329518, 0.5390231987791365
0.22831639403275483, 0.565682392991377
0.2265099048817742, 0.5332173330275598
0.2246499757241123, 0.5218553651001283
0.22317992957838442, 0.5444252499511988
0.22204766924800512, 0.5593432222144301
0.22126310572879015, 0.5680040264894077
0.22079055512577017, 0.5696365028866244
0.2206354390086903, 0.5517196353683991
0.22120942914233624, 0.5308660316138054
0.22306507933949957, 0.5803980921628651
0.22652551640852223, 0.5521276177215309
0.2316663390214567, 0.5054415403389183
0.23810372155087778, 0.4730705998223659
0.2454501931296796, 0.4321479492141518
0.25340981845396127, 0.3844630134744462
0.2619635209742443, 0.3294388767701111
0.27057572101623456, 0.27746536559612744
0.27878243218079907, 0.22466300306530473
0.2862440224374013, 0.17577169424193806
0.2925107242563619, 0.12929264189386047
0.29706275806638893, 0.078894608237835
0.2994262759767619, 0.026710344128289654
0.29918258553783295, -0.025859342452038137
0.2959566741709213, -0.08053958611140422
0.2893640575116647, -0.13791795664598383
0.2792058326214864, -0.19800705164761334
0.26569013854619855, -0.2603414097190928
0.2499272130374327, -0.3227440470966305
0.23446471929102344, -0.3745979947942919
0.22289231219097802, -0.41964010439777133
0.21966479596214014, -0.46110262965718873
0.22937965280005196, -0.5006957835932289
0.2550486161053793, -0.5394036781866227
0.29710091119997967, -0.5778132400327667
0.35415379300699806, -0.6162883493943716
0.4243390522690625, -0.6552926448508736
0.5037561954608745, -0.6972200922798685
0.5905152368930144, -0.7404164063782377
0.6836353672234303, -0.784086023280533
0.7846567450547429, -0.8212827892605523
0.8980799990927955, -0.869803221770627
1.0299157092155886, -0.9104120103535207
1.1756691363814502, -0.9486447671159349
1.3282536210982758, -0.9820768051838789
1.4878466698159951, -1.0202847703876226
1.654825002369938, -1.0618468804170398
1.8280383682571346, -1.1161103379661055
2.0117050327384347, -1.1652876821688147
2.2050084845332902, -1.2092821237195426
2.405230469885276, -1.2547823296404892
2.61328959465733, -1.301416606953035
2.8269105016245977, -1.3413664085015122
3.0405893434049247, -1.3873440522333358
3.2537246755623697, -1.4248630126393296
3.465116850264004, -1.4674666621780232
3.6838871972878704, -1.5262793466868447
3.909175861082623, -1.5854907698955205
4.141899978882354, -1.6419120104855212
4.3797874270772, -1.6967269376594383
4.620636436235469, -1.7514859735701453
4.862837204515483, -1.8054503931149224
5.104939430886717, -1.8642280630715309
5.34531325031761, -1.924475462037304
5.582485253568024, -1.9860832483934425
5.814962799243656, -2.0474479333065405
6.041507961852824, -2.109925323736549
6.260894284503184, -2.1733070358648847
6.471998604871945, -2.2373419233169862
6.6737560677295535, -2.301816092416626
6.865592948106728, -2.3610496595669375
7.046300656629775, -2.426057936339994
7.2150269290678715, -2.491119286518953
7.3710383671080555, -2.5563614068891813
7.513737729809473, -2.621635044809758
7.642766014517994, -2.685490006255913
7.75749577783888, -2.7518779238588635
7.857553247229185, -2.8193257229579896
7.941633463853556, -2.8760345741736852
8.011578354926955, -2.93896784956773
8.066587757407016, -2.9987394298766645
8.10579529487133, -3.0633479713337826
8.128737264340705, -3.1276728196769574
8.13527889075847, 3.091252893914782
8.125391142228283, 3.0271043773866033
8.099166192681077, 2.963100627963848
8.056695797885785, 2.899249536665689
7.998208725628388, 2.835539895562445
7.923872622512152, 2.7719543902632764
7.834051899966747, 2.708695191365774
7.729854839503938, 2.645071462992531
7.611031144385563, 2.585207872666882
7.477959771725254, 2.5210564502191604
7.329293323981926, 2.4542798829244967
7.16719178871481, 2.390647969949238
6.992465854005703, 2.3269589343795647
6.805623362612179, 2.262893919210857
6.607385409846238, 2.1985228708916544
6.398910836523803, 2.130465435469823
6.180549303720332, 2.0653147849365325
5.953158537199121, 2.0006561835135344
5.717884366821698, 1.936364288070095
5.475828116431993, 1.8723270902375369
5.228016329638647, 1.8084514563948435
4.975322824102998, 1.7391701876521086
4.719471646488555, 1.6801481697026492
4.461324689655245, 1.6154126174793522
4.202491700939922, 1.5531628091590206
3.943174286901156, 1.4906922323214706
3.6843318340299502, 1.4280332163949017
3.4275290985578017, 1.3698852448904408
3.174255094045878, 1.3246383896528853
2.922562895753057, 1.277637767550838
2.6737606276510237, 1.228444724517133
2.428512768813943, 1.1627977605011348
2.187618414269312, 1.097123719958057
1.9518436130293768, 1.0356136718524538
1.7216984047890578, 0.9778419021673219
1.498346778823264, 0.9228793533948272
1.2830995688780575, 0.8700991528196509
1.0758403201957045, 0.8234844466077837
